gene_id,SRR15315613,SRR15315614,SRR15315615,SRR15315619,SRR15315620,SRR15829334,SRR15829335,SRR15829337,SRR15829338
gene-UBQLN1|UBQLN1,3122,2867,2995,3881,3998,2380,1508,1974,1844
gene-CUNH9orf64|CUNH9orf64,1214,1071,992,1644,1507,102,67,82,32
gene-LOC112543533|LOC112543533,0,0,10,4,0,5,3,7,11
gene-KIF27|KIF27,897,626,680,1070,1076,63,48,38,33
gene-GKAP1|GKAP1,2247,1652,3132,3086,2246,824,932,1208,1047
gene-SLC28A3|SLC28A3,24,38,9,4,10,389,1304,1565,1534
gene-NTRK2|NTRK2,1047,843,698,1031,1083,0,0,7,0
gene-LOC106732871|LOC106732871,19,20,12,21,0,30,11,0,0
gene-AGTPBP1|AGTPBP1,868,545,665,808,899,158,89,185,77
gene-NAA35|NAA35,1249,995,1171,1624,1469,272,341,409,288
gene-GOLM1|GOLM1,2287,2084,2146,3043,2929,2028,1413,1235,1468
gene-RMI1|RMI1,1184,1280,995,2479,1795,456,358,597,419
gene-HNRNPK|HNRNPK,63503,61535,64031,70278,75994,5581,4408,6626,5480
gene-LOC112543531|LOC112543531,0,0,0,0,0,0,0,0,0
gene-TUT7|TUT7,2102,1819,1920,2295,2364,1369,886,1239,787
gene-LOC102446889|LOC102446889,1575,1592,1203,2003,2308,372,282,361,244
gene-LOC112543534|LOC112543534,1764,1725,1499,2315,1655,398,410,367,250
gene-LOC102447137|LOC102447137,1796,1863,1150,2107,2197,872,734,826,520
gene-DAPK1|DAPK1,1675,1285,1983,1808,2026,190,100,258,102
gene-LOC102445123|LOC102445123,85,81,226,190,234,51,31,30,27
gene-CTSL|CTSL,6428,6157,7629,6679,8587,10185,4784,6825,6900
gene-LOC102447388|LOC102447388,6989,6862,3237,5022,7190,9818,13435,19206,20359
gene-CUNH9orf3|CUNH9orf3,596,584,530,932,669,218,330,395,480
gene-FANCC|FANCC,163,456,431,559,518,3,0,4,0
gene-LOC102452035|LOC102452035,11,7,0,24,13,96,144,107,71
gene-LOC102452280|LOC102452280,202,200,143,186,200,463,817,324,144
gene-SCD|SCD,7183,5637,4148,5499,6727,31152,59274,24225,36420
gene-BLOC1S2|BLOC1S2,3101,2871,2240,3589,2583,528,588,605,643
gene-CAMK2G|CAMK2G,504,371,275,267,585,293,340,1180,503
gene-LOC106732873|LOC106732873,5087,3911,4900,4279,3950,1310,2488,6096,1899
gene-NDST2|NDST2,1253,999,840,693,1236,786,796,858,1867
gene-ZSWIM8|ZSWIM8,6768,5345,3691,5242,5885,2064,2200,2767,2057
gene-FUT11|FUT11,3372,3418,2636,3456,4300,1465,1174,1350,1204
gene-USP54|USP54,3196,2133,2452,2714,2666,2263,2195,2080,2288
gene-SEC24C|SEC24C,7130,6309,4716,7198,7277,5639,3948,3500,3167
gene-SYNPO2L|SYNPO2L,42,47,23,59,97,0,0,0,0
gene-MYOZ1|MYOZ1,271,154,211,396,234,0,0,0,0
gene-LOC112543535|LOC112543535,86,50,140,159,83,27,10,25,6
gene-PPP3CB|PPP3CB,3952,3277,3470,4789,4463,898,751,1167,828
gene-ANXA7|ANXA7,4486,3658,4250,6125,6019,2608,2170,2696,3082
gene-EIF3F|EIF3F,25860,22546,19433,28291,23287,4586,5591,4618,5566
gene-SORBS1|SORBS1,1501,777,1127,956,1062,586,478,963,403
gene-LOC102453792|LOC102453792,3072,3075,3538,4600,3501,2391,3803,2793,2822
gene-LOC102454024|LOC102454024,6,23,12,0,17,0,0,15,0
gene-LOC102454509|LOC102454509,410,182,281,225,140,340,239,434,210
gene-HELLS|HELLS,7094,7928,8303,9509,10996,235,163,272,127
gene-LOC106732875|LOC106732875,0,0,0,0,0,0,0,0,0
gene-LOC102455363|LOC102455363,361,380,330,356,397,0,3,0,0
gene-MOCOS|MOCOS,92,105,152,206,139,188,140,320,133
gene-LOC102457245|LOC102457245,5,24,0,8,0,0,0,0,0
gene-LOC102460240|LOC102460240,195,144,207,152,198,26,75,99,32
gene-PTPN3|PTPN3,556,439,830,683,584,479,595,803,428
gene-LOC102457498|LOC102457498,182,179,88,166,189,86,166,116,78
gene-RRP36|RRP36,3965,5285,2781,5905,4620,529,679,808,651
gene-KLHDC3|KLHDC3,3513,3005,2400,3550,2830,1807,2540,2521,2951
gene-PPP2R5D|PPP2R5D,5078,3963,2731,4747,4276,1556,1814,1637,1467
gene-MEA1|MEA1,4167,4133,3071,3876,3348,663,1117,1201,782
gene-PEX6|PEX6,4490,3221,2437,3838,3159,1052,1529,1251,1119
gene-LOC102460961|LOC102460961,1409,840,622,1540,734,6188,6881,11125,17734
gene-PTCRA|PTCRA,93,25,24,82,64,0,0,0,0
gene-CNPY3|CNPY3,1282,1040,277,290,1303,342,313,450,380
gene-POLR1B|POLR1B,2156,1981,1261,2425,2680,1008,875,934,698
gene-TTL|TTL,2978,2805,1629,2382,3235,234,287,588,342
gene-LOC102459754|LOC102459754,1835,4145,1560,2706,2205,1552,1577,264,360
gene-ZC3H6|ZC3H6,2374,2154,3457,3238,2877,935,856,1232,765
gene-LOC102462149|LOC102462149,88,22,148,159,168,38,45,56,25
gene-LOC102462393|LOC102462393,12,2,0,30,23,19,10,55,9
gene-LOC102461922|LOC102461922,292,387,407,316,444,133,71,164,202
gene-LOC102461688|LOC102461688,671,643,416,323,655,308,287,359,231
gene-LOC102443376|LOC102443376,64,131,83,105,46,0,0,0,0
gene-LOC102443630|LOC102443630,33,20,11,6,16,0,0,0,0
gene-LOC102462963|LOC102462963,11,0,11,0,11,0,0,0,0
gene-LOC102463864|LOC102463864,227,329,153,438,334,8,5,37,6
gene-LOC112543537|LOC112543537,18,6,0,0,0,15,0,0,9
gene-LOC102444344|LOC102444344,0,4,10,8,7,12,13,18,7
gene-LOC102444580|LOC102444580,0,7,19,9,11,0,8,33,13
gene-LOC102444795|LOC102444795,116,71,82,71,154,0,0,0,20
gene-LOC112543538|LOC112543538,20,12,0,22,34,8,0,0,13
gene-ORAI1|ORAI1,312,382,265,914,722,211,221,376,112
gene-MORN3|MORN3,16,19,19,38,38,0,0,5,0
gene-TMEM120B|TMEM120B,75,74,100,182,202,561,433,557,258
gene-KDM2B|KDM2B,1035,818,761,1353,2121,233,122,415,133
gene-LOC112543542|LOC112543542,0,0,0,0,0,0,0,0,0
gene-LOC102447138|LOC102447138,441,243,534,1255,815,331,480,906,295
gene-LOC102449565|LOC102449565,0,6,0,10,17,51,23,42,31
gene-LOC102449337|LOC102449337,320,654,57,169,112,1664,625,735,585
gene-LOC102449091|LOC102449091,135,156,24,127,23,325,79,145,113
gene-LOC106731281|LOC106731281,34,19,13,9,17,0,0,0,0
gene-LOC102447635|LOC102447635,278,112,81,96,207,4,0,0,0
gene-LOC102447889|LOC102447889,691,988,664,846,1003,101,424,328,406
gene-LOC106732878|LOC106732878,19,0,0,16,0,42,50,34,99
gene-LOC102450056|LOC102450056,1017,1047,955,931,1066,1137,1165,1492,1584
gene-LOC102448450|LOC102448450,366,320,251,425,312,39,75,110,151
gene-LOC106732879|LOC106732879,127,103,140,117,51,27,91,43,42
gene-TRNAE-CUC-15|TRNAE-CUC,1,1,1,1,1,0,0,1,0
gene-LOC102450830|LOC102450830,122,25,64,83,75,0,28,10,0
gene-LOC102451311|LOC102451311,886,624,1123,835,955,227,176,186,341
gene-GZF1|GZF1,1075,812,875,992,1076,236,276,329,246
gene-NAPB|NAPB,2675,2072,2019,3320,2389,152,232,224,152
gene-GPCPD1|GPCPD1,5520,5242,7112,5322,6051,689,584,557,249
gene-MCM8|MCM8,510,416,403,608,677,30,31,74,36
gene-SHLD1|SHLD1,491,384,469,515,655,239,190,168,126
gene-CHGB|CHGB,3346,3015,1725,4107,1910,0,0,0,0
gene-TRMT6|TRMT6,3139,3348,2120,3915,3853,519,413,398,538
gene-BMP2|BMP2,195,343,394,355,395,74,49,89,4
gene-CRLS1|CRLS1,3875,3555,2875,4516,4439,993,1176,1492,1299
gene-LOC102454855|LOC102454855,77,74,146,164,115,15,7,32,8
gene-LRRN4|LRRN4,314,248,162,457,397,0,14,16,6
gene-FERMT1|FERMT1,304,300,355,176,364,0,0,29,4
gene-LOC112543551|LOC112543551,35,9,3,19,8,37,82,43,138
gene-HAO1|HAO1,22,22,0,0,65,606,294,596,582
gene-FNDC8|FNDC8,0,0,0,0,0,35,136,35,116
gene-TMX4|TMX4,3475,2619,3084,4213,3938,2281,2431,3778,2204
gene-LOC112543547|LOC112543547,0,0,0,0,3,0,0,0,0
gene-LOC112543548|LOC112543548,0,4,0,3,0,0,0,0,0
gene-PLCB1|PLCB1,691,515,629,437,549,100,300,318,339
gene-LOC112543553|LOC112543553,0,0,0,0,0,0,0,0,0
gene-PLCB4|PLCB4,572,337,273,388,513,61,86,148,32
gene-LAMP5|LAMP5,1986,657,968,1083,1008,3,0,0,0
gene-LOC102457077|LOC102457077,89,66,80,80,50,0,0,0,0
gene-PAK5|PAK5,1654,1176,1405,1284,1269,0,0,0,0
gene-LOC102457499|LOC102457499,144,171,113,205,234,0,0,0,0
gene-ANKEF1|ANKEF1,12,7,3,37,22,0,0,0,0
gene-SNAP25|SNAP25,3514,1746,2202,3164,1989,0,0,0,0
gene-MKKS|MKKS,1837,1776,1443,2087,2157,432,434,454,321
gene-SLX4IP|SLX4IP,1014,707,1205,1052,738,165,147,182,170
gene-JAG1|JAG1,5012,4647,6224,5325,5426,163,156,233,135
gene-LOC102461604|LOC102461604,11,17,0,0,9,0,0,0,0
gene-BTBD3|BTBD3,3120,2379,2585,2616,2512,310,226,250,271
gene-LOC106732882|LOC106732882,0,0,0,0,0,0,0,0,0
gene-GALNT17|GALNT17,2603,1246,1183,1486,1475,0,0,0,0
gene-AUTS2|AUTS2,8204,4907,8199,8018,6960,929,832,1740,1585
gene-CASTOR2|CASTOR2,379,389,273,410,493,53,52,50,23
gene-RCC1L|RCC1L,6231,5799,4050,5086,5321,1608,1575,1600,1030
gene-LAT2|LAT2,23,45,53,38,60,23,36,38,23
gene-RFC2|RFC2,3638,3651,3246,4948,4932,448,620,404,371
gene-GTF2I|GTF2I,6885,5858,8496,9303,9065,409,549,553,468
gene-NCF1|NCF1,20,19,10,4,21,87,0,118,27
gene-GTF2IRD1|GTF2IRD1,1922,1432,2118,2057,1502,495,553,554,328
gene-CLIP2|CLIP2,3050,2178,847,938,2133,619,384,199,52
gene-EIF4H|EIF4H,9907,9874,7509,9334,12723,2251,1835,2466,1960
gene-MYBBP1A|MYBBP1A,2480,3212,2130,2555,3130,490,534,381,544
gene-LOC102444885|LOC102444885,272,189,147,225,238,10,23,68,10
gene-SPNS2|SPNS2,24,3,23,26,19,0,0,0,0
gene-SPNS3|SPNS3,13,15,6,25,18,10,0,11,18
gene-ZZEF1|ZZEF1,972,724,644,571,1051,123,143,129,130
gene-UBE2G1|UBE2G1,4661,4864,4028,6535,5823,934,1209,1167,1024
gene-ANKFY1|ANKFY1,4344,4059,3138,4432,4417,984,971,1033,782
gene-LOC102449567|LOC102449567,2316,2302,1527,2854,2144,1283,1087,1146,1029
gene-P2RX1|P2RX1,0,25,17,27,24,1172,619,561,600
gene-ATP2A3|ATP2A3,913,994,829,979,1498,591,431,1260,358
gene-CAMKK1|CAMKK1,338,229,162,196,330,42,18,30,27
gene-MIS12|MIS12,793,686,452,1016,771,24,7,21,11
gene-LOC102446729|LOC102446729,185,175,57,129,138,5,5,6,4
gene-DERL2|DERL2,1221,1149,1377,1820,1344,492,378,450,393
gene-DHX33|DHX33,910,706,598,665,1007,588,440,432,445
gene-LOC102458412|LOC102458412,13,8,0,0,0,0,63,163,18
gene-CUNH10orf88|CUNH10orf88,481,528,428,855,613,57,105,77,49
gene-LOC102450996|LOC102450996,77,40,60,81,64,13,18,15,6
gene-PSTK|PSTK,685,587,507,1023,587,36,99,78,60
gene-IKZF5|IKZF5,908,866,1220,1360,1127,292,233,281,235
gene-RABEP1|RABEP1,2965,2546,2270,2847,3236,275,259,467,329
gene-LOC102447468|LOC102447468,1274,1316,988,1804,1126,263,318,322,480
gene-C1QBP|C1QBP,11208,11245,9599,14678,11061,2283,2288,2890,2921
gene-RPAIN|RPAIN,278,322,310,406,312,292,257,198,161
gene-NUP88|NUP88,4780,5175,3553,6144,5194,1533,1494,3184,1291
gene-ACADSB|ACADSB,1288,2212,2484,2405,2798,1929,1579,2763,2429
gene-HMX3|HMX3,498,185,275,309,352,0,0,0,0
gene-HMX2|HMX2,260,113,166,235,183,0,0,0,0
gene-BUB3|BUB3,5333,5130,4399,6188,6401,430,466,530,375
gene-GPR26|GPR26,0,0,0,0,4,0,0,0,0
gene-CPXM2|CPXM2,252,157,269,123,359,0,17,125,3
gene-CHST15|CHST15,941,934,853,1217,1364,171,96,162,113
gene-OAT|OAT,5307,3514,3010,4387,4199,14001,1898,2596,10937
gene-FAM53B|FAM53B,32,52,28,15,131,14,0,15,0
gene-LOC106732885|LOC106732885,7,10,41,56,28,40,58,44,15
gene-LHPP|LHPP,3134,3106,2314,3197,2917,667,539,727,618
gene-EEF1AKMT2|EEF1AKMT2,466,500,694,1074,609,257,385,300,253
gene-ABRAXAS2|ABRAXAS2,1376,1217,1700,1822,1818,492,375,386,272
gene-TEX36|TEX36,9,10,0,17,18,0,0,0,0
gene-EDRF1|EDRF1,934,801,932,1240,926,303,386,364,257
gene-CTBP2|CTBP2,4479,4691,4618,5347,6133,25,42,50,20
gene-ZRANB1|ZRANB1,4319,3543,3930,4240,5058,1191,1092,1624,859
gene-UROS|UROS,914,944,1204,1405,1173,1029,696,1151,989
gene-LOC102461201|LOC102461201,97,104,72,224,252,0,0,0,0
gene-LOC112543565|LOC112543565,0,0,0,0,0,0,0,0,0
gene-LOC102460308|LOC102460308,0,0,0,0,3,0,0,0,0
gene-HEPH|HEPH,8,0,11,8,17,0,0,0,6
gene-BCCIP|BCCIP,6338,6320,7281,9820,7713,1303,1421,1335,1275
gene-LOC102461035|LOC102461035,21,0,0,6,6,103,109,178,334
gene-LOC102461690|LOC102461690,7,7,15,11,6,28,22,45,10
gene-LOC102461273|LOC102461273,21,0,0,14,13,1041,2577,3834,8220
gene-LOC102460788|LOC102460788,1339,1112,1209,1690,1550,919,900,1243,740
gene-LOC102462071|LOC102462071,94,134,42,52,98,61,38,132,100
gene-LOC112543566|LOC112543566,0,0,0,0,0,0,0,0,0
gene-LOC102461852|LOC102461852,312,165,262,381,314,45,98,233,18
gene-LOC102462718|LOC102462718,148,186,139,129,164,4,0,21,4
gene-MSN|MSN,8980,8457,8099,9386,12901,714,341,1199,275
gene-ZC3H12B|ZC3H12B,549,361,428,521,527,10,23,34,11
gene-LAS1L|LAS1L,4763,4651,4982,6044,5701,383,471,458,349
gene-ZC4H2|ZC4H2,689,571,160,232,447,100,34,57,16
gene-CUNH8orf48|CUNH8orf48,71,61,39,88,53,22,10,0,9
gene-ASB12|ASB12,166,209,246,246,263,0,9,0,14
gene-MTMR8|MTMR8,471,396,297,317,538,18,33,33,27
gene-AMER1|AMER1,460,476,99,176,591,10,0,7,8
gene-LOC102461925|LOC102461925,11,10,0,3,12,8,0,21,0
gene-ARHGEF9|ARHGEF9,569,407,391,335,396,0,0,16,9
gene-LOC112543564|LOC112543564,0,0,3,1,0,0,0,0,0
gene-CDX4|CDX4,16,61,31,4,27,0,0,0,0
gene-LOC102446651|LOC102446651,1067,1021,1294,1254,1272,2055,1020,3625,462
gene-CHIC1|CHIC1,215,226,242,182,254,28,23,36,29
gene-LOC102462394|LOC102462394,2010,1661,1548,1472,2305,149,119,164,163
gene-LOC106732890|LOC106732890,67,44,60,78,80,25,35,29,62
gene-LOC102448049|LOC102448049,742,616,481,948,519,128,159,74,113
gene-LOC102448452|LOC102448452,103,144,26,79,119,4,4,14,0
gene-LOC106732886|LOC106732886,14,0,6,0,0,0,0,0,0
gene-LOC102448690|LOC102448690,2703,2148,2637,3887,3283,756,653,674,589
gene-LOC102449094|LOC102449094,0,3,0,11,0,0,0,0,0
gene-SLC16A2|SLC16A2,704,700,499,628,894,4272,2960,2210,3689
gene-RLIM|RLIM,3426,3460,3518,3407,3952,627,548,545,447
gene-NEXMIF|NEXMIF,247,239,97,56,243,0,0,0,0
gene-FGF16|FGF16,54,48,53,72,47,0,0,0,0
gene-LOC112543570|LOC112543570,0,0,8,0,0,4,0,0,0
gene-LOC112543571|LOC112543571,0,0,0,0,0,0,0,0,0
gene-ABCB7|ABCB7,863,825,971,1056,1433,338,194,399,410
gene-ZDHHC15|ZDHHC15,80,55,57,104,113,30,16,28,31
gene-ATRX|ATRX,15048,11706,14867,17859,18576,875,893,1271,991
gene-MAGT1|MAGT1,5130,5038,3175,6077,6064,1645,814,1266,526
gene-LOC102452704|LOC102452704,4956,5024,3617,6074,5627,836,930,1111,713
gene-ATP7A|ATP7A,342,247,211,137,353,62,28,63,11
gene-AMOT|AMOT,543,532,244,214,690,47,45,82,96
gene-PGK1|PGK1,11167,11377,20020,11486,12168,3139,1449,2006,1869
gene-LHFPL1|LHFPL1,94,41,12,35,22,0,0,0,0
gene-LOC102463607|LOC102463607,14,7,4,5,0,0,0,0,0
gene-SERTM2|SERTM2,189,178,94,77,91,0,0,0,0
gene-TRPC5|TRPC5,185,170,118,281,147,0,0,0,0
gene-DCX|DCX,1334,858,186,266,584,0,0,0,0
gene-CAPN6|CAPN6,24,28,15,35,78,37,36,128,120
gene-CHRDL1|CHRDL1,441,1006,883,1099,964,0,16,0,0
gene-PAK3|PAK3,250,195,27,50,128,10,7,0,13
gene-LOC106732888|LOC106732888,207,96,50,39,119,9,6,13,7
gene-AMMECR1|AMMECR1,1418,1307,1681,1971,1902,395,445,662,430
gene-TMEM164|TMEM164,69,44,56,36,87,15,22,8,5
gene-ACSL4|ACSL4,1822,1130,853,1243,1341,387,164,424,294
gene-LOC112543569|LOC112543569,0,0,0,0,0,0,0,0,0
gene-NXT2|NXT2,1600,1683,1389,1470,1605,458,432,404,319
gene-IRS4|IRS4,1399,1188,1691,1519,1764,1220,694,1904,986
gene-COL4A5|COL4A5,7356,5658,9270,11162,10035,221,405,546,244
gene-LOC102458959|LOC102458959,78,64,113,98,190,0,0,4,11
gene-LOC102443377|LOC102443377,4010,3569,3503,3262,4769,416,379,431,363
gene-ATG4A|ATG4A,2984,2172,3701,4181,2920,618,707,928,531
gene-VSIG1|VSIG1,711,856,593,801,921,77,144,144,101
gene-LOC102458571|LOC102458571,162,79,70,161,80,84,107,94,97
gene-PSMD10|PSMD10,1456,1645,1227,1731,1602,150,256,158,88
gene-RAB39B|RAB39B,885,490,279,349,533,9,5,12,9
gene-VBP1|VBP1,2468,2185,2712,3359,3438,523,350,452,358
gene-GAB3|GAB3,61,47,28,17,60,24,0,34,22
gene-LOC102459993|LOC102459993,3630,2855,3289,3558,4714,2101,1268,2310,1619
gene-SMARCA1|SMARCA1,7154,5805,6655,8186,8443,1246,983,1339,998
gene-LOC102451623|LOC102451623,0,44,14,2,6,0,0,0,0
gene-LOC102444506|LOC102444506,14,53,17,11,37,0,0,0,0
gene-TAAR2|TAAR2,0,0,0,0,0,0,0,0,0
gene-TAAR1|TAAR1,5,5,0,0,4,0,4,6,0
gene-LOC102446172|LOC102446172,220,151,45,44,168,975,903,978,6094
gene-VNN1|VNN1,1618,1023,1326,1923,1609,9500,8494,6880,9373
gene-LOC102447636|LOC102447636,4,0,11,20,12,0,0,0,0
gene-LOC102446893|LOC102446893,1012,679,951,994,807,315,332,459,517
gene-LOC112543581|LOC112543581,0,8,3,0,8,0,0,0,0
gene-TCF21|TCF21,465,551,518,740,495,28,20,30,0
gene-EYA4|EYA4,583,375,606,516,698,0,0,0,0
gene-RPS12|RPS12,29964,32419,33609,45275,31546,17628,24750,15655,16726
gene-LOC112543582|LOC112543582,3,4,4,2,7,0,0,0,5
gene-LOC112543584|LOC112543584,2,4,3,3,6,1,3,7,2
gene-LOC112543583|LOC112543583,78,44,53,135,82,16,12,32,20
gene-SLC2A12|SLC2A12,57,45,30,46,109,0,0,0,0
gene-TBPL1|TBPL1,1306,969,841,1368,1032,264,189,311,212
gene-SGK1|SGK1,1206,1138,1016,1449,1721,1709,1271,6321,4581
gene-ALDH8A1|ALDH8A1,186,200,122,206,311,992,366,1159,1110
gene-LOC102450998|LOC102450998,1619,1189,1665,3103,1490,959,1052,634,569
gene-LOC102452605|LOC102452605,6816,6852,5789,8279,8024,1317,835,1189,835
gene-RSL1D1|RSL1D1,4680,4571,3945,5450,4521,849,723,605,722
gene-NTAN1|NTAN1,1242,996,1181,1407,1159,823,807,498,535
gene-RRN3|RRN3,3499,3826,4243,4640,4556,3924,3342,3757,3053
gene-PDXDC1|PDXDC1,2034,1597,1513,1975,2080,2496,1794,1138,733
gene-MPV17L|MPV17L,47,47,10,27,67,6,10,4,6
gene-CUNH16orf45|CUNH16orf45,253,203,120,135,174,0,0,0,0
gene-LOC102454766|LOC102454766,852,602,822,1159,674,813,1096,1222,903
gene-RIPPLY1|RIPPLY1,31,13,24,45,26,434,1053,827,1146
gene-CLDN2|CLDN2,6,6,4,0,0,143,310,244,304
gene-MARF1|MARF1,4361,3655,4193,5293,5620,692,621,786,730
gene-PRRG3|PRRG3,83,54,10,6,67,0,3,0,0
gene-LOC102455523|LOC102455523,249,126,182,211,140,494,625,704,334
gene-CNGA2|CNGA2,53,26,25,21,14,64,28,163,10
gene-LOC102455925|LOC102455925,93,56,61,39,51,0,0,0,0
gene-GABRA3|GABRA3,544,365,297,312,298,0,0,0,0
gene-LOC102456761|LOC102456761,809,476,320,364,451,0,0,0,0
gene-PTGFR|PTGFR,624,676,602,836,1135,6,0,0,7
gene-IFI44L|IFI44L,1187,1636,1147,1771,1736,325,220,169,62
gene-ADGRL4|ADGRL4,443,469,750,606,730,262,256,639,92
gene-LOC106732895|LOC106732895,0,0,0,8,3,0,0,0,0
gene-GGT1|GGT1,0,6,6,27,16,0,0,0,0
gene-LRRC75B|LRRC75B,245,229,165,495,290,0,0,0,0
gene-SNRPD3|SNRPD3,2697,3349,2469,8877,5717,231,317,644,288
gene-GUCD1|GUCD1,387,612,187,766,749,337,219,802,423
gene-UPB1|UPB1,322,839,378,1633,821,706,778,4742,1552
gene-ADORA2A|ADORA2A,415,783,471,829,1260,189,182,439,99
gene-LOC112543586|LOC112543586,4,0,0,0,0,0,0,0,0
gene-SPECC1L|SPECC1L,3587,3665,4806,6659,7809,559,434,1377,561
gene-LOC102461853|LOC102461853,924,535,874,1059,895,60,83,117,33
gene-NAIF1|NAIF1,597,637,477,682,743,471,379,127,82
gene-SLC25A25|SLC25A25,1468,1275,962,1202,1129,1640,2130,615,1504
gene-FAM102A|FAM102A,2272,2298,1849,2344,2390,822,812,944,659
gene-DPM2|DPM2,1539,1538,821,1791,1706,316,393,278,241
gene-PIP5KL1|PIP5KL1,322,174,104,147,243,57,98,45,83
gene-LOC106732897|LOC106732897,297,142,56,187,228,184,114,232,317
gene-ST6GALNAC4|ST6GALNAC4,3301,1977,810,2806,2517,1757,1449,1814,2795
gene-ST6GALNAC6|ST6GALNAC6,1275,783,726,894,1240,2534,3090,7442,9222
gene-HUS1|HUS1,497,318,471,490,397,121,230,203,141
gene-TNS3|TNS3,1366,1784,1562,546,2294,269,146,206,241
gene-UPP1|UPP1,242,115,359,296,241,5,0,45,6
gene-CUNH7orf57|CUNH7orf57,610,339,641,529,520,0,0,0,0
gene-SUN3|SUN3,22,7,4,0,0,0,0,0,0
gene-ABCA13|ABCA13,66,37,49,56,74,17,12,30,91
gene-VWC2|VWC2,55,44,25,50,61,0,0,0,0
gene-SPATA48|SPATA48,0,0,0,0,0,0,0,0,0
gene-ZPBP|ZPBP,14,14,37,16,17,0,0,0,0
gene-IKZF1|IKZF1,3,5,18,18,18,72,39,169,67
gene-FIGNL1|FIGNL1,992,879,708,833,884,149,138,228,184
gene-DDC|DDC,44,17,12,9,25,20,12,66,70
gene-LOC102449737|LOC102449737,13,28,0,13,0,0,0,0,0
gene-GRB10|GRB10,1679,1306,1805,1892,1923,1854,1256,1423,1128
gene-LOC102453044|LOC102453044,35,44,83,37,29,44,4,13,8
gene-LOC102453307|LOC102453307,0,0,0,0,0,545,142,499,265
gene-LOC102452607|LOC102452607,156,157,147,38,167,186,133,174,190
gene-COBL|COBL,480,305,486,646,473,1017,1039,1178,1237
gene-LOC106732898|LOC106732898,6,19,0,8,17,25,15,35,31
gene-LOC102455284|LOC102455284,304,101,14,346,89,0,0,0,5
gene-LOC102455524|LOC102455524,26,71,40,41,45,0,0,0,0
gene-LOC102455926|LOC102455926,103,321,210,294,266,9,20,0,14
gene-LOC106732901|LOC106732901,40,21,37,37,35,0,0,3,0
gene-RAB37|RAB37,22,30,14,12,31,18,27,28,27
gene-SLC9A3R1|SLC9A3R1,3530,3164,2633,3867,3764,3009,4277,4995,3729
gene-LOC102459442|LOC102459442,697,304,216,402,206,0,0,38,0
gene-NAT9|NAT9,1021,939,1932,2962,1996,1180,914,704,1668
gene-GRIN2C|GRIN2C,88,52,89,51,49,12,19,24,26
gene-TMEM104|TMEM104,663,567,417,737,872,832,730,868,423
gene-FDXR|FDXR,1103,1147,651,560,744,876,820,804,1042
gene-USH1G|USH1G,76,50,54,30,52,240,354,464,444
gene-OTOP2|OTOP2,0,0,0,0,0,0,0,0,0
gene-HID1|HID1,1210,1270,951,1211,1313,879,866,1122,773
gene-CDR2L|CDR2L,205,192,102,110,226,277,212,263,139
gene-MRPL58|MRPL58,1365,1405,1558,2806,1740,559,685,594,449
gene-LOC102461130|LOC102461130,0,0,0,0,0,0,0,0,0
gene-SLC16A5|SLC16A5,125,140,80,96,150,828,496,675,1115
gene-LOC106732899|LOC106732899,119,79,42,91,112,27,13,80,46
gene-ATP5PD|ATP5PD,6718,6682,5156,9004,7207,746,959,1205,716
gene-LOC106732900|LOC106732900,59,27,10,112,48,6,22,17,0
gene-KCTD2|KCTD2,8892,8465,4985,5595,8630,2117,1224,1889,1486
gene-LOC112543601|LOC112543601,0,0,0,0,0,0,1,0,1
gene-GGA3|GGA3,1663,1263,1307,1542,1517,732,657,795,755
gene-ARMC7|ARMC7,411,254,134,213,229,157,133,172,159
gene-NT5C|NT5C,949,608,780,1000,462,210,647,714,716
gene-JPT1|JPT1,11071,8781,9618,14253,10684,1496,1653,2021,1561
gene-LOC112543599|LOC112543599,2304,2594,2861,2153,2888,418,304,475,370
gene-SUMO2|SUMO2,16931,16780,17253,25126,18104,1818,2071,2483,1991
gene-NUP85|NUP85,3611,2434,2910,3380,3452,753,824,870,784
gene-MIF4GD|MIF4GD,866,997,522,1077,914,294,179,248,136
gene-MRPS7|MRPS7,3704,3536,2365,4000,3592,905,822,1117,673
gene-SLC25A19|SLC25A19,1850,1829,1758,2207,2412,434,457,461,294
gene-GRB2|GRB2,7559,7233,6160,7810,8201,1465,1206,1637,1094
gene-TMEM94|TMEM94,2303,1940,1979,1552,1547,1081,1030,1972,1440
gene-LOC102461607|LOC102461607,140,31,40,70,42,0,0,14,0
gene-CASKIN2|CASKIN2,2423,1978,1908,2178,2582,5608,2377,3120,3420
gene-TSEN54|TSEN54,1054,1123,809,1247,956,471,639,1216,598
gene-LOC106732902|LOC106732902,7,1,0,22,0,0,0,0,0
gene-LOC102462073|LOC102462073,23,9,9,4,20,0,0,0,0
gene-LLGL2|LLGL2,632,528,566,522,756,1174,914,1825,1205
gene-ITGB4|ITGB4,345,227,345,228,396,883,1019,1844,1732
gene-SMIM5|SMIM5,331,212,282,400,261,3,5,11,0
gene-LOC102444184|LOC102444184,217,172,138,378,257,35,178,75,85
gene-RECQL5|RECQL5,1170,1017,1149,1533,1249,414,501,515,408
gene-SAP30BP|SAP30BP,2083,1994,1476,2121,2161,641,587,665,560
gene-GALK1|GALK1,973,611,853,1725,1439,298,400,381,242
